id,visible_area,match_id,teammate,actor,keeper,location
05a57281-9295-408a-9c4f-e32d7fad4d96,"[19.844310548189934, 80.0, 47.232216164843265, 0.0, 74.19741716683136, 0.0, 101.85984465981286, 80.0, 19.844310548189934, 80.0]",3857276,True,False,False,"[61.51288180935874, 76.73595783654682]"
05a57281-9295-408a-9c4f-e32d7fad4d96,"[19.844310548189934, 80.0, 47.232216164843265, 0.0, 74.19741716683136, 0.0, 101.85984465981286, 80.0, 19.844310548189934, 80.0]",3857276,False,False,False,"[63.79365203563066, 57.96612800838837]"
05a57281-9295-408a-9c4f-e32d7fad4d96,"[19.844310548189934, 80.0, 47.232216164843265, 0.0, 74.19741716683136, 0.0, 101.85984465981286, 80.0, 19.844310548189934, 80.0]",3857276,False,False,False,"[68.74497828808629, 32.75660102724157]"
05a57281-9295-408a-9c4f-e32d7fad4d96,"[19.844310548189934, 80.0, 47.232216164843265, 0.0, 74.19741716683136, 0.0, 101.85984465981286, 80.0, 19.844310548189934, 80.0]",3857276,False,False,False,"[69.20329998208689, 46.01479115077606]"
05a57281-9295-408a-9c4f-e32d7fad4d96,"[19.844310548189934, 80.0, 47.232216164843265, 0.0, 74.19741716683136, 0.0, 101.85984465981286, 80.0, 19.844310548189934, 80.0]",3857276,False,False,False,"[71.74462205464945, 18.714596676079523]"
05a57281-9295-408a-9c4f-e32d7fad4d96,"[19.844310548189934, 80.0, 47.232216164843265, 0.0, 74.19741716683136, 0.0, 101.85984465981286, 80.0, 19.844310548189934, 80.0]",3857276,False,False,False,"[77.05125323611682, 62.37858198922915]"
05a57281-9295-408a-9c4f-e32d7fad4d96,"[19.844310548189934, 80.0, 47.232216164843265, 0.0, 74.19741716683136, 0.0, 101.85984465981286, 80.0, 19.844310548189934, 80.0]",3857276,False,False,False,"[78.7693560830433, 46.88702085361324]"
05a57281-9295-408a-9c4f-e32d7fad4d96,"[19.844310548189934, 80.0, 47.232216164843265, 0.0, 74.19741716683136, 0.0, 101.85984465981286, 80.0, 19.844310548189934, 80.0]",3857276,False,False,False,"[78.92557672214772, 34.60703729660807]"
1267faf9-e033-4985-925a-2f9521d63bc0,"[18.353776267699928, 80.0, 46.43921303086712, 0.0, 71.13489818202899, 0.0, 98.17408302567587, 80.0, 18.353776267699928, 80.0]",3857276,True,False,False,"[28.85107936035884, 51.82007438895873]"
1267faf9-e033-4985-925a-2f9521d63bc0,"[18.353776267699928, 80.0, 46.43921303086712, 0.0, 71.13489818202899, 0.0, 98.17408302567587, 80.0, 18.353776267699928, 80.0]",3857276,True,False,False,"[38.06804181091475, 65.57629481915339]"
