50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.828911,,,,,,,,,,1a199681-630d-4edb-9bd8-864241a7e9bf,3332,,,"[94.4, 14.3]",3857276,91,,,,,1.0947697,,Right Foot,True,,"[109.3, 43.2]",,High Pass,,32.51492,,Pass Offside,,Richie Laryea,16120.0,,,,,,2,From Throw In,Milan Borjan,15958.0,Goalkeeper,165,Canada,1833,['1d1d6a13-e5de-47d3-b569-945964fde046'],54,,,,,,,,,,,,,,,,,,Canada,1833,00:46:54.172,Pass,
,,,,,,,,,,,,,,,,,,3.602438,,,,,,,,,,2f4b9da2-aa44-4985-a69a-aaf393a3b459,3334,,,"[17.8, 38.4]",3857276,92,,,,,-0.42981437,,Left Foot,,,"[83.9, 8.1]",,High Pass,,72.71382,,Incomplete,,Selim Amallah,23774.0,,,,,Free Kick,2,From Free Kick,Yassine Bounou,6785.0,Goalkeeper,166,Morocco,788,"['84acf65c-211e-47a7-b12d-ee3e398b0f9e', 'cc1b9ae0-ad9c-4294-99bb-74e4ab7a3a63']",51,,,,,,,,,,,,,,,,,,Morocco,788,00:47:51.714,Pass,
,,,,,,,,,,,,,,,,,,0.890854,,,,,,,,,,0c27fba8-73c1-43d7-8d64-a2847940482a,3338,,,"[72.8, 0.1]",3857276,93,,True,,,0.21687362,,,,,"[90.5, 4.0]",,High Pass,,18.124569,,,,Abderrazak Hamdallah,59493.0,,,,,Throw-in,2,From Throw In,Zakaria Aboukhlal,21736.0,Left Wing Back,167,Morocco,788,['e3632bd2-ded1-4a82-8067-4822674dce76'],10,,,,,,,,,,,,,,,,,,Morocco,788,00:48:10.920,Pass,
,,,,,,,,,,,,,,,,,,1.477927,,,,,,,,,,e080cd81-2133-4ee8-8e22-eab11aafa465,3342,,,"[91.6, 4.9]",3857276,93,,,,,2.6364942,,Right Foot,,,"[83.1, 9.6]",,High Pass,,9.712878,,,,Zakaria Aboukhlal,21736.0,,,,,,2,From Throw In,Abderrazak Hamdallah,59493.0,Center Forward,167,Morocco,788,"['6eb9f7a4-5f68-4a52-bce2-72394e702bf9', '48a31ee1-26b4-47fb-91f5-4f311a46aaf9']",11,,,,,,,,,,,,,,,,,,Morocco,788,00:48:11.851,Pass,True
,,,,,,,,,,,,,,,,,,1.656816,,,,,,,,,,b082d83c-6ea5-4952-962b-827ba9076b50,3350,,,"[33.2, 68.6]",3857276,93,,,,,-1.8669115,,Left Foot,,,"[24.2, 39.1]",,Ground Pass,,30.84234,,,,Tajon Buchanan,24024.0,,,,,,2,Regular Play,Alistair Johnston,44703.0,Right Back,168,Canada,1833,['d140d18d-01d3-4ab6-8710-97496e960d1a'],16,,,,,,,,,,,,,,,,,,Canada,1833,00:48:16.819,Pass,
,,,,,,,,,,,,,,,,,,2.193187,,,,,,,,,,bb3e6e95-733a-4c4b-b6ec-1be0b58669d8,3353,,,"[42.2, 34.6]",3857276,93,,,,,-0.9424456,,Right Foot,,,"[61.6, 7.9]",,Ground Pass,,33.003788,,,,Jonathan David,23640.0,,,,,,2,Regular Play,Tajon Buchanan,24024.0,Left Back,168,Canada,1833,['ace904e3-9cb0-4243-a7a3-f9cc7501d557'],22,,,,,,,,,,,,,,,,,,Canada,1833,00:48:22.504,Pass,
,,,,,,,,,,,,,,,,,,2.486656,,,,,,,,,,a3b608e9-df82-40f7-be18-cbf7071e3298,3356,,,"[60.1, 17.3]",3857276,93,,,,,0.9124432,,Right Foot,,,"[98.0, 66.3]",,High Pass,,61.94683,,,,Alphonso Davies,12365.0,,True,,,,2,Regular Play,Jonathan David,23640.0,Right Center Forward,168,Canada,1833,['5606be63-aa5d-4777-8786-693687f19cf9'],27,,,,,,,,,,,,,,,,,,Canada,1833,00:48:27.297,Pass,
,,,,,,,,,,,,,,,,,,1.419369,,,,,,,,,,1a3440ba-1128-4d3d-a008-419a4489f3ee,3358,,,"[98.0, 66.3]",3857276,93,,,,,2.7728968,,Head,,,"[89.2, 69.7]",,Low Pass,,9.433981,,,,Alistair Johnston,44703.0,,,,,,2,Regular Play,Alphonso Davies,12365.0,Left Center Forward,168,Canada,1833,['ffb21804-d7af-4acb-a422-005502e2e4a0'],29,,,,,,,,,,,,,,,,,,Canada,1833,00:48:29.784,Pass,
,,,,,,,,,,,,,,,,,,0.827899,,,,,,,,,,b4e20ca7-9094-4137-80e7-cef8b0bf6aed,3361,,,"[89.2, 68.0]",3857276,93,,,,,-1.4375696,,Right Foot,,,"[90.5, 58.3]",,Ground Pass,,9.786726,,,,Ismael Koné,133229.0,,,,,,2,Regular Play,Alistair Johnston,44703.0,Right Back,168,Canada,1833,['21f17e64-5c28-4c16-b3bd-ee6e83fb7d2f'],32,,,,,,,,,,,,,,,,,,Canada,1833,00:48:32.384,Pass,
,,,,,,,,,,,,,,,,,,1.381685,,,,,,,,,,e4ae908f-3aff-4f1a-883b-0b8de4cc5718,3364,,,"[90.5, 58.3]",3857276,93,,,,,-0.97282726,,Right Foot,,,"[104.6, 37.6]",,Low Pass,,25.045958,,Incomplete,,,,,,,,,2,Regular Play,Ismael Koné,133229.0,Right Defensive Midfield,168,Canada,1833,['8915f64b-12c2-4d31-86b3-15c4da72ae63'],34,,,,,,,,,,,,,,,,,,Canada,1833,00:48:34.157,Pass,
,,,,,,,,,,,,,,,,,,1.955119,,,,,,,,,,c5bb1a84-34f8-45db-8310-574dca8ea817,3366,,,"[71.5, 28.0]",3857276,93,,,,,-0.5441978,,Left Foot,,,"[94.8, 13.9]",,Ground Pass,,27.234169,,,,Tajon Buchanan,24024.0,,,,,Recovery,2,Regular Play,Kamal Miller,23828.0,Left Center Back,168,Canada,1833,['96c83bab-48a0-4a32-93b8-f792be5fee5f'],38,,,,,,,,,,,,,,,,,,Canada,1833,00:48:38.881,Pass,
,,,,,,,,,,,,,,,,,,1.095595,,,,,,,,,,41c3c83b-507f-4df5-b84c-35e7ced8dd8c,3370,,,"[30.4, 56.2]",3857276,93,,,,,0.25307566,,Right Foot,,,"[42.0, 59.2]",,Ground Pass,,11.981652,,,,Abderrazak Hamdallah,59493.0,,,,,Recovery,2,Regular Play,Sofyan Amrabat,5234.0,Right Defensive Midfield,169,Morocco,788,['d918e060-edc4-48ab-b6b3-5c40ec06ac80'],42,,,,,,,,,,,,,,,,,,Morocco,788,00:48:42.202,Pass,
,,,,,,,,,,,,,,,,,,0.566494,,,,,,,,,,8e7c37b9-ad21-40d0-b80a-85471606f3f6,3372,,,"[42.0, 59.2]",3857276,93,,,,,1.6902252,,Right Foot,,,"[41.1, 66.7]",,Ground Pass,,7.553807,,,,Sofyan Amrabat,5234.0,,,,,,2,Regular Play,Abderrazak Hamdallah,59493.0,Center Forward,169,Morocco,788,['854a70c6-4efd-4818-ad62-e50716915bfd'],43,,,,,,,,,,,,,,,,,,Morocco,788,00:48:43.298,Pass,
,,,,,,,,,,,,,,,,,,1.3561,,,,,,,,,,21c7f766-e721-4049-9931-14a8636fddf9,3375,,,"[50.5, 72.2]",3857276,93,,,,,0.2852371,,Right Foot,,,"[63.8, 76.1]",,Ground Pass,,13.860014,,,,Youssef En-Nesyri,6301.0,,,,,,2,Regular Play,Sofyan Amrabat,5234.0,Right Defensive Midfield,169,Morocco,788,['49d4db6e-896c-4497-916e-89f721c8f1fd'],45,,,,,,,,,,,,,,,,,,Morocco,788,00:48:45.960,Pass,
,,,,,,,,,,,,,,,,,,1.445593,,,,,,,,,,7feb3717-0ce5-41b2-81e9-664eb686b53a,3382,,,"[74.7, 73.3]",3857276,93,,,,,-1.1948354,,Left Foot,,,"[86.7, 42.9]",,Ground Pass,,32.682716,,,,Abderrazak Hamdallah,59493.0,,,,,,2,Regular Play,Youssef En-Nesyri,6301.0,Right Wing,169,Morocco,788,['b1c8a1bf-62d3-4029-acb6-d808298149f0'],48,,,,,,,,,,,,,,,,,,Morocco,788,00:48:48.654,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267faf9-e033-4985-925a-2f9521d63bc0,6,,,"[48.5, 41.3]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['05a57281-9295-408a-9c4f-e32d7fad4d96'],1,,,,,,,,,,,,,,,,,,Morocco,788,00:00:01.295,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9f8538d-a5cd-4ed6-8f04-bd8394133fb1,9,,,"[30.5, 59.0]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['3a06bcce-1408-4a0b-be01-f6b93f142b30'],3,,,,,,,,,,,,,,,,,,Morocco,788,00:00:03.886,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f6ff602-783e-4527-94d3-07e216ad29d9,12,,,"[29.8, 26.9]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Romain Saïss,5219.0,Left Center Back,2,Morocco,788,['1f1b0ef8-1a1d-45b3-bf9c-4299ea836377'],7,,,,,,,,,,,,,,,,,,Morocco,788,00:00:07.406,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a5e61b2-edd9-43d3-b731-451b73a76451,15,,,"[24.8, 58.4]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['84cdb79d-76e6-408a-bbc4-34026594624a'],10,,,,,,,,,,,,,,,,,,Morocco,788,00:00:10.509,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,54660934-fc77-45b2-ae38-68bac846ecce,18,,,"[34.7, 78.0]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['28e07622-dd23-4af6-8439-cb9856c545db'],13,,,,,,,,,,,,,,,,,,Morocco,788,00:00:13.467,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4b4b790-b02d-4d97-84fd-3c2475681994,21,,,"[36.8, 73.0]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['647c74b0-aac7-427e-94c0-67d7f948979a'],16,,,,,,,,,,,,,,,,,,Morocco,788,00:00:16.106,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a6a8ef5-2115-4a36-97a8-271e991b5daf,24,,,"[43.5, 78.2]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Hakim Ziyech,5237.0,Right Wing,2,Morocco,788,"['5a7b5b9f-834d-401b-a464-b5d94ecc9b7c', '54aec35b-3c90-48a7-8e7b-fd4528620f1f']",16,,,,,,,,,,,,,,,,,,Morocco,788,00:00:16.965,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4b844cb-8a85-46bd-8034-df2be5ca159d,28,,,"[29.0, 79.6]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['86f844fd-44b9-4377-8eae-cd2ab5242d6b'],19,,,,,,,,,,,,,,,,,,Morocco,788,00:00:19.731,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,54eb5268-181a-4c1c-bde2-7dcfa6811a2c,32,,,"[14.1, 74.9]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['3759dc44-44b2-434f-9527-2242d6492f7e'],21,,,,,,,,,,,,,,,,,,Morocco,788,00:00:21.594,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48384111-f664-4994-84e5-ef0aa6fd8476,35,,,"[7.1, 51.2]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Yassine Bounou,6785.0,Goalkeeper,2,Morocco,788,['ca15410f-7411-4948-962c-99e415e1ed5e'],23,,,,,,,,,,,,,,,,,,Morocco,788,00:00:23.978,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b2de501-62a2-4dfc-b595-a4244b3bcd78,38,,,"[9.9, 14.6]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Romain Saïss,5219.0,Left Center Back,2,Morocco,788,['3e5db9c7-5032-4254-a85b-81740c588e99'],27,,,,,,,,,,,,,,,,,,Morocco,788,00:00:27.214,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e7c4e29-da3c-41eb-8784-b91cfd79444a,41,,,"[92.7, 4.7]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Abdelhamid Sabiri,3634.0,Left Center Midfield,2,Morocco,788,['8884ba29-2e18-47ad-9e00-36ec09801f6d'],33,,,,,,,,,,,,,,,,,,Morocco,788,00:00:33.791,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8c63994-86f0-4747-aad3-c8b7f67340c1,44,,,"[90.6, 17.7]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Left Wing,2,Morocco,788,['fc9d942a-a951-43b0-af55-6e7d173071bd'],38,,,,,,,,,,,,,,,,,,Morocco,788,00:00:38.110,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,404db261-766e-4498-8fb2-a446494fca90,47,,,"[98.1, 75.1]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Hakim Ziyech,5237.0,Right Wing,2,Morocco,788,['26d6a7ca-42eb-45d2-b040-0c726f01a6fa'],42,,,,,,,,,,,,,,,,,,Morocco,788,00:00:42.258,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,77721ac3-39ad-4aed-9a37-3ce567e9edbc,50,,,"[86.7, 69.5]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['8beafe4f-d282-4fb7-a2cd-6e00dc95160a'],47,,,,,,,,,,,,,,,,,,Morocco,788,00:00:47.633,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4921c34f-d67e-4e56-8b3e-fec8623d2969,53,,,"[97.2, 75.9]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Hakim Ziyech,5237.0,Right Wing,2,Morocco,788,['5b555d4b-2f48-4339-86a9-7040ad6192e0'],48,,,,,,,,,,,,,,,,,,Morocco,788,00:00:48.543,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,7039a2db-9f6d-40af-98f9-771f2f24063a,56,,,"[111.4, 47.9]",3857276,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Youssef En-Nesyri,6301.0,Center Forward,2,Morocco,788,['187e3b88-85a6-4a14-a10c-2cb5a73def7a'],51,,,,,,,,,,,,,,,,,,Morocco,788,00:00:51.887,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7b31f37-bee9-444e-bf1c-cec9d8a261db,63,,,"[112.1, 4.9]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sofiane Boufal,3625.0,Left Wing,3,Morocco,788,['577d6c2e-1efd-4dbd-912b-332cc5a64959'],10,,,,,,,,,,,,,,,,,,Morocco,788,00:01:10.889,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2b336e5-f708-4ed7-a231-f5d0b51d7829,67,,,"[17.0, 23.0]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kamal Miller,23828.0,Left Center Back,4,Canada,1833,['72b6f545-b8b0-43fe-84c1-1896f30d905f'],29,,,,,,,,,,,,,,,,,,Canada,1833,00:01:29.094,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,c0bd8dbd-a0ca-462e-89aa-729f514b717d,69,,,"[61.7, 46.8]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cyle Larin,16459.0,Center Forward,4,Canada,1833,['e5cdf1a0-28c3-440b-8943-d25733a5e924'],39,,,,,,,,,,,,,,,,,,Canada,1833,00:01:39.019,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e89e948-1c8c-466f-8c04-4ef83cc04e7e,71,,,"[78.3, 35.2]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Youssef En-Nesyri,6301.0,Center Forward,5,Morocco,788,['6c12de92-6d06-46da-bdb2-3fe0ede357ab'],41,,,,,,,,,,,,,,,,,,Morocco,788,00:01:41.040,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c94e00e0-e6bb-457f-abc9-cd385171f2dd,75,,,"[67.2, 38.2]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,5,Morocco,788,['82421f5a-6591-4767-8550-6d9a710d1a6e'],42,,,,,,,,,,,,,,,,,,Morocco,788,00:01:42.549,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f15a0edb-6630-4d09-81a7-1bdac417b3fe,79,,,"[40.9, 43.4]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,5,Morocco,788,['ffe705ec-78a8-443f-a01d-13e83bfdf08d'],46,,,,,,,,,,,,,,,,,,Morocco,788,00:01:46.020,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986f452-aab2-4108-98aa-ac99dcd87391,82,,,"[40.9, 74.4]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,5,Morocco,788,['cefb52d4-cd8e-4b5c-a8b2-db7a4ae18774'],48,,,,,,,,,,,,,,,,,,Morocco,788,00:01:48.771,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,deaec531-d473-431e-87cc-d174102cb0c5,85,,,"[57.5, 78.7]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakim Ziyech,5237.0,Right Wing,5,Morocco,788,['54f4e0f3-9edc-4e01-a994-58e9801846c1'],50,,,,,,,,,,,,,,,,,,Morocco,788,00:01:50.894,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb5f6924-ceee-4209-8f44-50c7ddb55124,91,,,"[77.6, 31.2]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cyle Larin,16459.0,Center Forward,6,Canada,1833,['ad028499-5baa-4f29-a498-6f170d8b6948'],56,,,,,,,,,,,,,,,,,,Canada,1833,00:01:56.237,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8f4a45b-93f3-4229-a5c0-5e90fe3f8893,94,,,"[94.8, 47.1]",3857276,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alphonso Davies,12365.0,Right Midfield,6,Canada,1833,['be2d11a3-9bc4-471b-9558-5f92975eea05'],58,,,,,,,,,,,,,,,,,,Canada,1833,00:01:58.948,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2aeb026c-2815-4f8d-93b5-970f70e6378c,99,,,"[96.5, 40.7]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Anthony Kaye,16252.0,Left Defensive Midfield,6,Canada,1833,"['9aee6c3d-786a-4be5-b554-a34b4341630e', 'adb7af16-6e6c-4f23-a405-e9488608b93b']",5,,,,,,,,,,,,,,,,,,Canada,1833,00:02:05.853,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdaf4a84-0224-427d-add4-29c1752263ba,107,,,"[81.6, 52.1]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alphonso Davies,12365.0,Right Midfield,6,Canada,1833,['ba43b505-3a74-4328-8f07-24245058c1f8'],13,,,,,,,,,,,,,,,,,,Canada,1833,00:02:13.361,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5acce3b1-cb0e-48a0-9d24-59f675374149,113,,,"[33.4, 19.8]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Left Wing,7,Morocco,788,['1fed3e64-78ae-4fff-a406-bfdc142ca127'],16,,,,,,,,,,,,,,,,,,Morocco,788,00:02:16.700,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,03380c3f-7b8a-423b-9f3b-6093d97b352d,115,,,"[50.3, 11.3]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdelhamid Sabiri,3634.0,Left Center Midfield,7,Morocco,788,['37c29c3f-1350-4603-a40e-bf5fc8446f9c'],18,,,,,,,,,,,,,,,,,,Morocco,788,00:02:18.474,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7da6f06-e57e-439b-bbd3-adc73d154175,120,,,"[57.7, 17.9]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Left Wing,7,Morocco,788,"['8ea03038-e912-45d9-b877-44560ac86485', '1bcc5a66-a134-47ef-a607-6aab66d0d1ae']",20,,,,,,,,,,,,,,,,,,Morocco,788,00:02:20.034,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b023f471-bec2-4b3e-a13f-e69707cfaa84,124,,,"[50.6, 17.7]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdelhamid Sabiri,3634.0,Left Center Midfield,7,Morocco,788,"['d5585a0c-29c9-4e19-9dfa-501b0538b131', '98dfb4cb-d40a-4ab6-a5a7-c939ae3d6946']",20,,,,,,,,,,,,,,,,,,Morocco,788,00:02:20.982,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,729d909d-79f8-4882-95f5-9ad54fb3a303,128,,,"[57.4, 29.0]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,7,Morocco,788,"['8ae18ed3-5751-4c37-ad26-e285496ba301', '80e97820-f639-498d-ba89-bafb4d4b0b06']",22,,,,,,,,,,,,,,,,,,Morocco,788,00:02:22.677,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35b95900-76f5-4ea0-9fba-75ae491cb400,131,,,"[50.6, 26.2]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,7,Morocco,788,['6bc1147b-8f29-431a-9d51-43ef023e61dc'],23,,,,,,,,,,,,,,,,,,Morocco,788,00:02:23.469,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cb37bdc-17dc-4184-9ffd-a837ab815f52,134,,,"[84.1, 5.1]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Left Wing,7,Morocco,788,['8a9d61a9-ace5-47a7-8660-7456bf147693'],25,,,,,,,,,,,,,,,,,,Morocco,788,00:02:25.946,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9edc0cac-3239-4cc8-ae77-8ce5821826f7,138,,,"[33.6, 72.8]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Osorio,12770.0,Right Defensive Midfield,8,Canada,1833,['02e4b233-669d-4656-820f-1756a9093a54'],42,,,,,,,,,,,,,,,,,,Canada,1833,00:02:42.034,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d6a9aaf-d925-4994-9d77-b0e5e7a70eb6,141,,,"[32.6, 77.1]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alistair Johnston,44703.0,Right Back,8,Canada,1833,['d685e644-77f0-4aa5-a232-6f186d69b0b4'],43,,,,,,,,,,,,,,,,,,Canada,1833,00:02:43.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,39814744-3671-44df-86a8-1cf8533eceb5,145,,,"[27.2, 72.8]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Osorio,12770.0,Right Defensive Midfield,8,Canada,1833,['2f636769-5163-4b4e-bbff-6e043f86deca'],43,,,,,,,,,,,,,,,,,,Canada,1833,00:02:43.874,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,88d3fb60-6113-402f-be94-99bf7dff5cad,149,,,"[19.8, 36.6]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamal Miller,23828.0,Left Center Back,8,Canada,1833,['44e5fe1f-7e65-4cb7-b204-927c16b92111'],49,,,,,,,,,,,,,,,,,,Canada,1833,00:02:49.118,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf2b88f3-8e05-4e55-b6bb-2465ca485c6d,153,,,"[45.4, 26.5]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,David Junior Hoilett,9922.0,Center Attacking Midfield,8,Canada,1833,"['08aba526-9e09-4666-bb44-68930538217c', '5f106d85-7705-42cb-b8db-f880190e615b']",51,,,,,,,,,,,,,,,,,,Canada,1833,00:02:51.412,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ea4a8d1-e9e6-4a2c-892e-ca83759053df,155,,,"[37.1, 34.5]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mark Anthony Kaye,16252.0,Left Defensive Midfield,8,Canada,1833,['4fc7e1d9-c587-46b5-a64a-3a2d15524260'],52,,,,,,,,,,,,,,,,,,Canada,1833,00:02:52.246,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6e6d403-7e4e-429b-ae7b-c6a7630badde,158,,,"[28.1, 49.0]",3857276,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steven de Sousa Vitoria,11846.0,Right Center Back,8,Canada,1833,['c4fbfd93-2530-4eda-9bbe-6a5b6391db56'],55,,,,,,,,,,,,,,,,,,Canada,1833,00:02:55.568,Ball Receipt*,
